date,average_price,total_volume,4046,4225,4770,total_bags,small_bags,large_bags,xlarge_bags,type,year,geography
2018-08-26,1.47,509102.63,64067.62,168933.83,18256.83,257844.35,127766.76,129226.88,850.71,conventional,2018,Portland
2018-08-26,2.24,25411.7,1442.02,14339.53,0.0,9630.15,955.3,8657.68,17.17,organic,2018,Portland
2018-08-26,1.24,367731.31,101803.39,117742.15,6848.55,141337.22,123538.05,17799.17,0.0,conventional,2018,Raleigh/Greensboro
2018-08-26,2.48,14202.3,72.65,6420.93,99.66,7609.06,6890.68,718.38,0.0,organic,2018,Raleigh/Greensboro
2018-08-26,1.17,287678.96,73063.6,72149.21,1986.95,140479.2,118919.58,18532.95,3026.67,conventional,2018,Richmond/Norfolk
2018-08-26,1.52,13133.29,43.48,3739.49,60.23,9290.09,7397.82,1892.27,0.0,organic,2018,Richmond/Norfolk
2018-08-26,1.16,189015.0,42607.51,40098.51,155.29,106153.69,87034.81,17818.88,1300.0,conventional,2018,Roanoke
2018-08-26,1.8,5917.1,101.49,1979.21,0.0,3836.4,2421.21,1415.19,0.0,organic,2018,Roanoke
2018-08-26,1.36,453356.1,116893.61,260911.91,1740.84,73809.74,69553.75,1359.27,2896.72,conventional,2018,Sacramento
2018-08-26,1.92,9630.05,2308.59,3249.23,0.0,4072.23,4048.89,23.34,0.0,organic,2018,Sacramento
2018-08-26,1.38,457400.67,130154.83,125593.55,22523.3,179128.99,164884.85,12758.19,1485.95,conventional,2018,San Diego
2018-08-26,2.14,21556.48,3544.44,13908.67,0.0,4103.37,4042.97,60.4,0.0,organic,2018,San Diego
2018-08-26,1.28,969488.19,161490.37,669376.22,6370.37,132251.23,129222.23,342.88,2686.12,conventional,2018,San Francisco
2018-08-26,2.56,23484.15,9810.14,9325.06,0.0,4348.95,4348.95,0.0,0.0,organic,2018,San Francisco
2018-08-26,1.61,482645.37,86422.33,138578.82,954.06,256690.16,132543.51,123525.87,620.78,conventional,2018,Seattle
2018-08-26,2.3,48168.19,1640.37,23509.23,29.13,22989.46,897.25,21936.28,155.93,organic,2018,Seattle
2018-08-26,1.2,428712.87,221348.37,52833.91,2752.13,151778.46,97437.25,50254.54,4086.67,conventional,2018,South Carolina
2018-08-26,1.65,15011.17,108.32,5032.77,98.3,9771.78,8329.6,1442.18,0.0,organic,2018,South Carolina
2018-08-26,0.95,6595013.66,3054021.21,1208856.56,30583.25,2301552.64,1476447.21,805269.98,19835.45,conventional,2018,South Central
2018-08-26,1.21,191147.84,31920.37,6306.18,0.0,152921.29,134068.29,18853.0,0.0,organic,2018,South Central
2018-08-26,1.32,4261915.74,2235651.38,412393.78,22433.01,1591437.57,864168.93,649820.86,77447.78,conventional,2018,Southeast
2018-08-26,1.4,133191.7,1199.5,21859.41,115.66,110017.13,99761.47,10255.66,0.0,organic,2018,Southeast
2018-08-26,1.47,81461.08,18681.0,26170.31,204.49,36405.28,19927.97,16425.88,51.43,conventional,2018,Spokane
2018-08-26,2.3,4634.25,265.08,2389.9,0.0,1979.27,301.31,1677.96,0.0,organic,2018,Spokane
2018-08-26,1.43,187895.97,62738.57,25494.13,666.82,98996.45,77425.4,7666.49,13904.56,conventional,2018,St. Louis
2018-08-26,1.71,8957.42,83.89,2678.28,33.88,6161.37,4699.1,1462.27,0.0,organic,2018,St. Louis
2018-08-26,1.11,91300.75,3246.44,50434.44,181.09,37438.78,34358.21,2950.57,130.0,conventional,2018,Syracuse
2018-08-26,1.25,4335.88,119.62,175.44,0.0,4040.82,3990.82,50.0,0.0,organic,2018,Syracuse
2018-08-26,1.54,419999.26,232389.79,53313.07,2328.67,131967.73,57515.33,65029.07,9423.33,conventional,2018,Tampa
2018-08-26,1.27,15610.64,133.65,801.75,0.0,14675.24,14627.1,48.14,0.0,organic,2018,Tampa
2018-08-26,1.22,36867974.58,11171123.21,11286479.97,699010.18,13711361.22,9484135.03,3930111.9,297114.29,conventional,2018,Total U.S.
2018-08-26,1.65,1444798.3,166581.33,311652.3,1248.17,965140.2,830395.38,134548.43,196.39,organic,2018,Total U.S.
2018-08-26,1.23,5926625.78,1582513.41,1458796.54,130803.45,2754512.38,1158659.5,1583431.58,12421.3,conventional,2018,West
2018-08-26,1.86,248932.34,47962.39,72822.94,250.74,127896.27,80744.49,46955.39,196.39,organic,2018,West
2018-08-26,0.93,821054.48,392103.72,126199.3,33609.41,269142.05,127725.12,141090.53,326.4,conventional,2018,West Tex/New Mexico
2018-08-26,1.44,26948.46,4518.14,3036.99,41.16,19352.17,18749.98,602.19,0.0,organic,2018,West Tex/New Mexico
2018-09-02,1.59,98184.61,4937.71,78225.92,163.38,14857.6,10776.11,3644.83,436.66,conventional,2018,Albany
2018-09-02,1.72,3428.71,44.08,756.48,0.0,2628.15,2608.15,20.0,0.0,organic,2018,Albany
2018-09-02,1.09,664740.45,307908.81,39078.74,2279.88,315473.02,175103.59,134269.43,6100.0,conventional,2018,Atlanta
2018-09-02,1.72,24385.84,170.94,5899.35,0.0,18315.55,8102.25,10213.3,0.0,organic,2018,Atlanta
2018-09-02,1.29,956751.01,92808.37,567535.15,10592.5,285814.99,267241.58,12753.41,5820.0,conventional,2018,Baltimore/Washington
2018-09-02,1.55,41619.74,1229.06,5789.34,63.88,34537.46,34253.03,284.43,0.0,organic,2018,Baltimore/Washington
2018-09-02,1.49,76257.87,38925.06,2072.91,8133.09,27126.81,19112.01,7986.66,28.14,conventional,2018,Boise
2018-09-02,2.11,3911.14,0.0,1226.21,0.0,2684.93,1061.83,1605.33,17.77,organic,2018,Boise
2018-09-02,1.48,632104.18,13301.46,486012.35,2332.03,130458.34,122625.84,6672.5,1160.0,conventional,2018,Boston
2018-09-02,1.65,37460.49,848.87,1550.52,0.0,35061.1,25923.25,9137.85,0.0,organic,2018,Boston
2018-09-02,1.16,169503.6,6334.96,66341.53,579.14,96247.97,85208.57,10012.73,1026.67,conventional,2018,Buffalo/Rochester
2018-09-02,1.2,21381.98,734.9,294.05,0.0,20353.03,20309.69,43.34,0.0,organic,2018,Buffalo/Rochester
2018-09-02,1.5,5530177.58,1643702.52,1779227.48,131793.41,1975454.17,1808394.58,75779.29,91280.3,conventional,2018,California
2018-09-02,2.03,197811.64,44340.36,75094.67,0.0,78376.61,77734.65,641.96,0.0,organic,2018,California
2018-09-02,1.34,267934.3,82398.42,69989.66,6450.15,109096.07,90663.86,18432.21,0.0,conventional,2018,Charlotte
2018-09-02,2.04,13526.16,41.14,6258.05,135.32,7091.65,6868.3,223.35,0.0,organic,2018,Charlotte
2018-09-02,1.74,672716.57,116647.69,268543.47,83925.63,203599.78,150341.93,49772.38,3485.47,conventional,2018,Chicago
2018-09-02,1.83,47644.86,499.62,28482.5,0.0,18662.74,18636.08,26.66,0.0,organic,2018,Chicago
2018-09-02,1.26,271666.55,46331.19,38399.64,14379.7,172556.02,147501.74,20299.95,4754.33,conventional,2018,Cincinnati/Dayton
2018-09-02,1.82,15057.25,938.81,4625.41,0.0,9493.03,1922.05,7570.98,0.0,organic,2018,Cincinnati/Dayton
2018-09-02,1.35,187674.28,42969.51,33320.97,3813.42,107570.38,83033.24,23257.26,1279.88,conventional,2018,Columbus
2018-09-02,1.68,8805.91,593.32,1972.17,0.0,6240.42,3527.79,2712.63,0.0,organic,2018,Columbus
2018-09-02,0.98,1323525.17,577680.54,248840.26,8703.75,488300.62,336292.44,146020.86,5987.32,conventional,2018,Dallas/Ft. Worth
2018-09-02,1.52,33454.74,8017.26,807.66,0.0,24629.82,21346.55,3283.27,0.0,organic,2018,Dallas/Ft. Worth
2018-09-02,1.37,747286.95,125043.9,174933.15,19527.69,427782.21,139509.27,288258.63,14.31,conventional,2018,Denver
2018-09-02,1.57,42987.66,16816.77,1716.71,129.25,24324.93,8979.78,15342.54,2.61,organic,2018,Denver
2018-09-02,1.4,385712.3,64489.49,57231.43,74093.82,189897.56,157812.51,19430.3,12654.75,conventional,2018,Detroit
2018-09-02,1.59,15160.92,711.98,3533.31,0.0,10892.19,6467.68,4424.51,0.0,organic,2018,Detroit
2018-09-02,1.44,170227.48,3673.6,59169.34,57572.65,49811.89,32463.23,25.64,17323.02,conventional,2018,Grand Rapids
2018-09-02,1.26,11304.42,21.66,1080.41,0.0,10202.35,10154.73,47.62,0.0,organic,2018,Grand Rapids
2018-09-02,1.41,3467274.85,552332.15,956414.97,374228.61,1584299.12,1195273.16,313336.27,75689.69,conventional,2018,Great Lakes
2018-09-02,1.64,187469.92,6765.23,55047.94,3.26,125613.3,92530.23,33083.07,0.0,organic,2018,Great Lakes
2018-09-02,1.09,336338.87,60417.02,180740.17,397.39,94784.29,89792.17,1488.79,3503.33,conventional,2018,Harrisburg/Scranton
2018-09-02,1.55,14438.02,340.5,354.06,0.0,13743.46,13730.13,13.33,0.0,organic,2018,Harrisburg/Scranton
2018-09-02,1.52,316172.1,7937.53,245466.44,625.29,62142.84,58231.84,2367.67,1543.33,conventional,2018,Hartford/Springfield
2018-09-02,2.21,14638.44,2404.81,3735.12,1.44,8497.07,8493.74,3.33,0.0,organic,2018,Hartford/Springfield
2018-09-02,0.96,1384299.69,559638.11,190220.69,4806.05,629634.84,453736.47,165129.48,10768.89,conventional,2018,Houston
2018-09-02,1.02,40284.89,8705.89,70.68,0.0,31508.32,30984.98,523.34,0.0,organic,2018,Houston
2018-09-02,1.35,179044.25,29946.94,50761.8,7241.96,91093.55,80970.02,9428.07,695.46,conventional,2018,Indianapolis
2018-09-02,1.56,11125.21,546.82,1767.26,0.0,8803.4,3483.82,5319.58,0.0,organic,2018,Indianapolis
2018-09-02,1.56,192173.27,99720.02,18899.23,860.67,72693.35,26490.13,42663.22,3540.0,conventional,2018,Jacksonville
2018-09-02,1.39,7374.08,139.32,1059.6,2.63,6172.53,6164.4,8.13,0.0,organic,2018,Jacksonville
2018-09-02,1.27,310325.85,67221.79,103653.02,9765.6,129685.44,76345.91,52752.57,586.96,conventional,2018,Las Vegas
2018-09-02,1.83,12920.32,6727.29,3140.04,0.0,3052.99,3043.96,9.03,0.0,organic,2018,Las Vegas
2018-09-02,1.38,2695712.49,921685.25,400774.47,88272.56,1284980.21,1159300.26,55361.88,70318.07,conventional,2018,Los Angeles
2018-09-02,1.92,99930.13,22648.0,33803.29,0.0,43478.84,43165.8,313.04,0.0,organic,2018,Los Angeles
2018-09-02,1.23,124580.16,29235.39,24894.85,224.81,70225.11,44734.67,25333.77,156.67,conventional,2018,Louisville
2018-09-02,1.75,4506.36,0.0,1314.31,0.0,3192.05,827.05,2365.0,0.0,organic,2018,Louisville
2018-09-02,1.42,663287.35,407833.39,77399.97,4867.51,173186.48,76219.85,85908.85,11057.78,conventional,2018,Miami/Ft. Lauderdale
2018-09-02,1.22,19593.66,143.12,3.88,0.0,19446.66,19446.66,0.0,0.0,organic,2018,Miami/Ft. Lauderdale
2018-09-02,1.24,3757402.11,908351.32,1263109.99,35495.92,1550444.88,1224969.54,304998.46,20476.88,conventional,2018,Midsouth
2018-09-02,1.8,160235.9,2908.21,43299.63,520.39,113507.67,93050.16,20457.51,0.0,organic,2018,Midsouth
2018-09-02,1.15,267897.11,99900.16,16111.75,393.52,151491.68,89892.62,60085.73,1513.33,conventional,2018,Nashville
2018-09-02,1.78,8418.31,49.72,2478.42,0.0,5890.17,1957.81,3932.36,0.0,organic,2018,Nashville
2018-09-02,1.16,348881.64,201158.51,33954.77,1154.02,112614.34,70473.8,41366.1,774.44,conventional,2018,New Orleans/Mobile
2018-09-02,1.45,2769.87,497.81,136.8,0.0,2135.26,1628.6,506.66,0.0,organic,2018,New Orleans/Mobile
2018-09-02,1.44,1650509.62,47941.03,1032497.69,10103.03,559967.87,511648.68,45754.75,2564.44,conventional,2018,New York
2018-09-02,1.95,92657.31,15787.83,15663.77,354.27,60851.44,60851.44,0.0,0.0,organic,2018,New York
2018-09-02,1.38,4848734.6,245679.43,3109711.54,19059.77,1474283.86,1276316.52,180856.23,17111.11,conventional,2018,Northeast
2018-09-02,1.72,289972.43,30591.45,31662.49,308.95,227409.54,212171.23,15238.31,0.0,organic,2018,Northeast
2018-09-02,1.44,452253.59,13451.44,363083.66,464.18,75254.31,34280.65,40210.33,763.33,conventional,2018,Northern New England
2018-09-02,1.53,28667.82,1.0,3169.16,0.0,25497.66,19230.84,6266.82,0.0,organic,2018,Northern New England
2018-09-02,1.44,427735.41,241357.2,49486.63,3190.39,133701.19,62146.48,60243.6,11311.11,conventional,2018,Orlando
2018-09-02,1.32,20494.77,240.25,1261.33,0.0,18993.19,18989.86,3.33,0.0,organic,2018,Orlando
2018-09-02,1.22,544645.5,26547.13,326379.0,1790.69,189928.68,165962.47,21436.21,2530.0,conventional,2018,Philadelphia
2018-09-02,1.69,25568.11,3085.26,2731.42,3.22,19748.21,19738.21,10.0,0.0,organic,2018,Philadelphia
2018-09-02,0.94,1155788.86,383649.06,329440.84,17947.46,424751.5,233866.43,186785.07,4100.0,conventional,2018,Phoenix/Tucson
2018-09-02,1.55,21549.51,6933.25,4187.58,0.0,10428.68,10412.85,15.83,0.0,organic,2018,Phoenix/Tucson
2018-09-02,1.44,144010.0,33182.99,20663.5,1793.31,88370.2,52933.85,35436.35,0.0,conventional,2018,Pittsburgh
2018-09-02,1.48,14623.01,1995.35,10.92,0.0,12616.74,12616.74,0.0,0.0,organic,2018,Pittsburgh
2018-09-02,1.27,1888014.67,736793.87,554682.74,21362.26,575175.8,505479.85,52073.74,17622.21,conventional,2018,Plains
2018-09-02,1.42,101425.38,5059.29,8760.38,30.8,87574.91,77926.76,9648.15,0.0,organic,2018,Plains
2018-09-02,1.36,544195.51,65494.58,235651.56,19239.84,223809.53,139344.51,83883.44,581.58,conventional,2018,Portland
2018-09-02,2.25,32133.91,1353.72,9394.57,1.73,21383.89,4376.4,16965.18,42.31,organic,2018,Portland
2018-09-02,1.24,395010.31,103315.2,125042.25,7395.1,159257.76,139348.29,19906.14,3.33,conventional,2018,Raleigh/Greensboro
2018-09-02,2.33,14409.55,44.38,6484.52,120.18,7760.47,7463.01,297.46,0.0,organic,2018,Raleigh/Greensboro
2018-09-02,1.21,299569.72,74239.85,76588.73,2237.48,146503.66,118027.4,24912.92,3563.34,conventional,2018,Richmond/Norfolk
2018-09-02,1.49,15443.42,69.36,3762.45,52.84,11558.77,9292.61,2266.16,0.0,organic,2018,Richmond/Norfolk
2018-09-02,1.16,196592.12,43757.66,41357.34,127.62,111349.5,83183.61,26919.23,1246.66,conventional,2018,Roanoke
2018-09-02,1.78,6917.33,268.9,1711.79,0.0,4936.64,2721.71,2214.93,0.0,organic,2018,Roanoke
2018-09-02,1.59,427802.22,111394.23,232473.11,1809.79,82125.09,77221.39,1959.2,2944.5,conventional,2018,Sacramento
2018-09-02,1.94,10410.3,2514.04,3272.79,0.0,4623.47,4540.14,83.33,0.0,organic,2018,Sacramento
2018-09-02,1.49,475554.13,117344.12,153079.85,20038.94,185091.22,168978.64,14148.14,1964.44,conventional,2018,San Diego
2018-09-02,2.03,22050.93,3513.35,11833.48,0.0,6704.1,6687.44,16.66,0.0,organic,2018,San Diego
2018-09-02,1.77,756205.14,153230.26,437456.47,5746.25,159772.16,156896.66,842.19,2033.31,conventional,2018,San Francisco
2018-09-02,2.39,29893.32,9794.5,10344.38,0.0,9754.44,9751.11,3.33,0.0,organic,2018,San Francisco
2018-09-02,1.64,466055.91,95158.95,143379.49,1288.16,226229.31,141201.98,84264.78,762.55,conventional,2018,Seattle
2018-09-02,2.26,62619.97,1548.23,18892.86,54.39,42124.49,2805.16,38941.97,377.36,organic,2018,Seattle
2018-09-02,1.19,443800.09,241144.62,53684.03,2671.06,146300.38,90603.2,52757.18,2940.0,conventional,2018,South Carolina
2018-09-02,1.64,18205.51,81.46,4963.48,100.06,13060.51,10752.02,2308.49,0.0,organic,2018,South Carolina
2018-09-02,1.01,6542840.9,2862307.83,1177489.81,31658.06,2471385.2,1746255.66,697408.21,27721.33,conventional,2018,South Central
2018-09-02,1.36,163080.57,36456.15,5938.23,0.0,120686.19,101698.94,18987.25,0.0,organic,2018,South Central
2018-09-02,1.33,4333707.87,2376737.27,420211.66,21243.7,1515515.24,785813.0,664443.35,65258.89,conventional,2018,Southeast
2018-09-02,1.45,162524.87,1443.01,22211.52,119.03,138751.31,119711.51,19039.8,0.0,organic,2018,Southeast
2018-09-02,1.5,79604.01,18970.2,26977.55,201.36,33454.9,21721.5,11687.34,46.06,conventional,2018,Spokane
2018-09-02,2.14,5134.32,292.77,1979.28,0.0,2862.27,943.45,1918.82,0.0,organic,2018,Spokane
2018-09-02,1.47,180113.07,56310.92,21533.15,591.52,101677.48,76840.62,11615.9,13220.96,conventional,2018,St. Louis
2018-09-02,1.75,11038.12,1666.89,3445.64,23.17,5902.42,5832.91,69.51,0.0,organic,2018,St. Louis
2018-09-02,1.31,79124.36,3349.17,39850.46,111.02,35813.71,31496.91,4206.8,110.0,conventional,2018,Syracuse
2018-09-02,1.3,5428.43,269.85,243.94,0.0,4914.64,4901.31,13.33,0.0,organic,2018,Syracuse
2018-09-02,1.53,440664.37,255154.33,56280.04,1984.69,127245.31,53000.18,64664.02,9581.11,conventional,2018,Tampa
2018-09-02,1.28,16970.3,156.33,815.62,0.0,15998.35,15998.35,0.0,0.0,organic,2018,Tampa
2018-09-02,1.29,36169161.57,10916802.88,10880826.3,777527.98,13594004.41,9783860.21,3485418.35,324725.85,conventional,2018,Total U.S.
2018-09-02,1.71,1556510.73,184937.59,304181.81,1242.46,1066108.68,852155.51,213468.55,484.62,organic,2018,Total U.S.
2018-09-02,1.27,5801008.94,1590898.51,1619978.1,142686.24,2447446.09,1241357.85,1196522.8,9565.44,conventional,2018,West
2018-09-02,1.9,293990.04,57373.89,62166.95,260.04,174189.16,77332.06,96372.48,484.62,organic,2018,West
2018-09-02,1.04,739236.23,356179.45,111770.12,36937.12,234349.54,140106.14,93962.85,280.55,conventional,2018,West Tex/New Mexico
2018-09-02,1.67,21311.43,6799.67,4072.99,2.95,10435.82,9829.16,606.66,0.0,organic,2018,West Tex/New Mexico
2018-09-09,1.65,135998.11,3518.35,113378.14,119.0,18982.62,14459.49,4005.35,517.78,conventional,2018,Albany
2018-09-09,1.69,3200.4,29.71,525.26,0.0,2645.43,2645.43,0.0,0.0,organic,2018,Albany
2018-09-09,1.16,650789.9,283773.47,33626.35,2410.0,330980.08,207024.84,119250.8,4704.44,conventional,2018,Atlanta
2018-09-09,1.76,14261.41,223.94,6299.82,0.0,7737.65,5477.08,2260.57,0.0,organic,2018,Atlanta
2018-09-09,1.28,971492.37,95919.85,588902.64,8390.67,278279.21,253859.97,18962.58,5456.66,conventional,2018,Baltimore/Washington
2018-09-09,1.55,44265.83,1635.21,5763.47,71.7,36795.45,36414.74,380.71,0.0,organic,2018,Baltimore/Washington
2018-09-09,1.5,78523.91,37747.62,2532.15,9433.64,28810.5,19238.21,9566.4,5.89,conventional,2018,Boise
2018-09-09,2.1,3329.47,0.0,981.09,0.0,2348.38,1017.38,1331.0,0.0,organic,2018,Boise
2018-09-09,1.5,701585.62,11946.4,552314.16,2193.6,135131.46,122937.17,10377.63,1816.66,conventional,2018,Boston
2018-09-09,1.63,38768.02,872.07,1598.84,0.0,36297.11,28158.39,8138.72,0.0,organic,2018,Boston
2018-09-09,1.14,181895.83,5875.23,81113.53,668.76,94238.31,85423.13,7305.18,1510.0,conventional,2018,Buffalo/Rochester
2018-09-09,1.21,18320.47,602.18,134.97,0.0,17583.32,17569.99,13.33,0.0,organic,2018,Buffalo/Rochester
2018-09-09,1.32,6171557.2,1755587.64,2369746.78,135077.18,1911145.6,1741195.12,81512.54,88437.94,conventional,2018,California
2018-09-09,1.94,192627.9,37582.39,62248.61,0.0,92796.9,92445.3,351.6,0.0,organic,2018,California
2018-09-09,1.37,268858.28,82568.05,75740.05,6771.99,103778.19,88435.73,15342.46,0.0,conventional,2018,Charlotte
2018-09-09,2.2,13551.54,42.57,6745.72,179.52,6583.73,6061.8,521.93,0.0,organic,2018,Charlotte
2018-09-09,1.7,607827.74,101447.47,288383.55,75127.55,142869.17,116310.64,22999.96,3558.57,conventional,2018,Chicago
2018-09-09,1.79,51708.88,340.32,19540.64,0.0,31827.92,31811.25,16.67,0.0,organic,2018,Chicago
2018-09-09,1.4,271916.45,51075.54,46278.43,11362.23,163200.25,132819.52,26855.04,3525.69,conventional,2018,Cincinnati/Dayton
2018-09-09,1.83,11581.66,901.83,5310.31,0.0,5369.52,1731.65,3637.87,0.0,organic,2018,Cincinnati/Dayton
2018-09-09,1.31,207716.99,42362.4,42405.59,4940.06,118008.94,95408.48,21356.47,1243.99,conventional,2018,Columbus
2018-09-09,1.66,8127.59,624.87,1971.57,0.0,5531.15,3758.16,1772.99,0.0,organic,2018,Columbus
2018-09-09,1.05,1212186.23,487709.93,231341.22,8699.39,484435.69,342300.68,140987.79,1147.22,conventional,2018,Dallas/Ft. Worth
2018-09-09,1.56,29269.39,7549.04,748.53,0.0,20971.82,17520.8,3451.02,0.0,organic,2018,Dallas/Ft. Worth
2018-09-09,1.38,754412.22,117774.51,174385.41,18908.2,443344.1,122613.82,320711.4,18.88,conventional,2018,Denver
2018-09-09,1.5,50249.09,10522.76,1180.05,116.01,38430.27,17533.08,20897.19,0.0,organic,2018,Denver
2018-09-09,1.28,473782.33,67774.57,75447.69,109281.78,221278.29,189473.4,16740.83,15064.06,conventional,2018,Detroit
2018-09-09,1.53,14326.6,653.75,3519.6,0.0,10116.65,7546.96,2569.69,0.0,organic,2018,Detroit
2018-09-09,1.2,205010.82,4303.57,74744.23,79525.03,46437.99,22761.89,80.01,23596.09,conventional,2018,Grand Rapids
2018-09-09,1.37,10763.9,61.26,1370.53,0.0,9332.11,9332.11,0.0,0.0,organic,2018,Grand Rapids
2018-09-09,1.33,3717531.81,565938.62,1121218.12,468674.31,1561700.76,1187133.96,277809.74,96757.06,conventional,2018,Great Lakes
2018-09-09,1.63,179465.99,6138.48,45178.12,14.61,128014.98,108453.65,19561.33,0.0,organic,2018,Great Lakes
2018-09-09,1.14,349705.5,53006.17,208470.53,368.05,87860.75,79430.74,4243.34,4186.67,conventional,2018,Harrisburg/Scranton
2018-09-09,1.52,13223.75,325.59,763.4,0.0,12134.76,12128.1,6.66,0.0,organic,2018,Harrisburg/Scranton
2018-09-09,1.54,334136.81,8235.84,259448.19,502.31,65950.47,60504.66,3965.81,1480.0,conventional,2018,Hartford/Springfield
2018-09-09,2.18,13804.45,2481.58,2615.11,0.0,8707.76,8694.43,13.33,0.0,organic,2018,Hartford/Springfield
2018-09-09,0.97,1412572.72,571312.86,178018.89,4040.65,659200.32,485029.08,164969.02,9202.22,conventional,2018,Houston
2018-09-09,1.05,42268.89,9111.48,147.65,0.0,33009.76,32463.1,546.66,0.0,organic,2018,Houston
2018-09-09,1.29,207332.04,28778.1,71765.32,10108.42,96680.2,85654.36,8702.76,2323.08,conventional,2018,Indianapolis
2018-09-09,1.52,8659.97,510.6,1672.74,0.0,6476.63,2731.37,3745.26,0.0,organic,2018,Indianapolis
2018-09-09,1.33,186213.98,104642.29,12856.94,668.21,68046.54,24577.48,41026.84,2442.22,conventional,2018,Jacksonville
2018-09-09,1.56,5779.92,144.53,1094.74,0.0,4540.65,4526.67,13.98,0.0,organic,2018,Jacksonville
2018-09-09,1.19,338150.34,75388.7,129076.63,7706.59,125978.42,73374.23,51877.19,727.0,conventional,2018,Las Vegas
2018-09-09,1.75,13968.45,4798.14,2453.64,0.0,6716.67,6653.33,63.34,0.0,organic,2018,Las Vegas
2018-09-09,1.36,2725524.64,878569.58,449999.96,90628.7,1306326.4,1179001.38,58057.32,69267.7,conventional,2018,Los Angeles
2018-09-09,1.83,92729.22,16856.84,25834.74,0.0,50037.64,49910.79,126.85,0.0,organic,2018,Los Angeles
2018-09-09,1.23,127811.72,29029.45,27889.47,247.33,70645.47,46828.11,23677.36,140.0,conventional,2018,Louisville
2018-09-09,1.74,2457.98,3.96,1210.93,0.0,1243.09,916.25,326.84,0.0,organic,2018,Louisville
2018-09-09,1.31,646557.76,385503.07,76313.28,4775.45,179965.96,77986.51,95145.01,6834.44,conventional,2018,Miami/Ft. Lauderdale
2018-09-09,1.19,17210.71,115.38,6.09,0.0,17089.24,17075.91,13.33,0.0,organic,2018,Miami/Ft. Lauderdale
2018-09-09,1.26,3699685.4,900850.25,1295350.54,32035.47,1471449.14,1192273.39,257855.96,21319.79,conventional,2018,Midsouth
2018-09-09,1.85,158208.36,3319.21,44354.49,590.47,109932.04,99441.18,10490.86,0.0,organic,2018,Midsouth
2018-09-09,1.19,259353.32,102985.13,11278.34,322.09,144767.76,103085.16,40765.94,916.66,conventional,2018,Nashville
2018-09-09,1.72,6443.14,45.96,2349.81,0.0,4047.37,3210.22,837.15,0.0,organic,2018,Nashville
2018-09-09,1.2,263256.19,143420.53,20550.92,993.41,98291.33,53894.17,43768.28,628.88,conventional,2018,New Orleans/Mobile
2018-09-09,1.55,3837.18,491.69,201.38,0.0,3144.11,2557.45,586.66,0.0,organic,2018,New Orleans/Mobile
2018-09-09,1.35,1861984.34,49496.82,1022995.18,8669.01,780823.33,716134.67,61587.94,3100.72,conventional,2018,New York
2018-09-09,1.95,99175.77,14675.33,13827.92,1176.76,69495.76,69486.87,8.89,0.0,organic,2018,New York
2018-09-09,1.37,5359177.12,232953.79,3389700.34,16531.48,1719991.51,1489778.71,208024.89,22187.91,conventional,2018,Northeast
2018-09-09,1.71,289605.21,27338.54,29769.98,1018.82,231477.87,217591.33,13886.54,0.0,organic,2018,Northeast
2018-09-09,1.49,471019.93,12036.87,386054.27,298.8,72629.99,29492.45,41467.54,1670.0,conventional,2018,Northern New England
2018-09-09,1.56,30648.48,0.0,4999.04,0.0,25649.44,19385.43,6264.01,0.0,organic,2018,Northern New England
2018-09-09,1.29,417617.11,235478.6,44525.28,3256.0,134357.23,61244.53,65634.93,7477.77,conventional,2018,Orlando
2018-09-09,1.4,18655.96,349.27,1862.64,0.0,16444.05,16356.45,87.6,0.0,organic,2018,Orlando
2018-09-09,1.19,599677.6,28525.92,357421.37,1774.87,211955.44,181489.6,26822.51,3643.33,conventional,2018,Philadelphia
2018-09-09,1.64,25359.68,3279.07,3194.41,8.28,18877.92,18867.92,10.0,0.0,organic,2018,Philadelphia
2018-09-09,0.94,1191205.72,470512.96,274464.44,16749.51,429478.81,222134.33,201547.81,5796.67,conventional,2018,Phoenix/Tucson
2018-09-09,1.54,25416.6,7493.32,4059.61,0.0,13863.67,13670.77,192.9,0.0,organic,2018,Phoenix/Tucson
2018-09-09,1.41,138647.26,32259.16,21831.08,1255.45,83301.57,49187.26,34000.98,113.33,conventional,2018,Pittsburgh
2018-09-09,1.48,15198.81,1500.04,10.91,0.0,13687.86,13684.53,3.33,0.0,organic,2018,Pittsburgh
2018-09-09,1.12,2066465.66,764068.26,716099.93,21705.95,564591.52,490591.18,58981.69,15018.65,conventional,2018,Plains
2018-09-09,1.53,78357.15,6246.35,7711.06,31.48,64368.26,57093.2,7275.06,0.0,organic,2018,Plains
2018-09-09,1.38,534331.31,75461.48,207962.72,18336.07,232571.04,138975.59,93457.92,137.53,conventional,2018,Portland
2018-09-09,2.24,30586.01,1363.34,8824.58,0.0,20398.09,4461.75,15928.66,7.68,organic,2018,Portland
2018-09-09,1.29,394418.8,108982.48,130891.98,7542.09,147002.25,124855.57,22146.68,0.0,conventional,2018,Raleigh/Greensboro
2018-09-09,2.6,16195.72,35.79,7506.97,151.97,8500.99,7807.56,693.43,0.0,organic,2018,Raleigh/Greensboro
2018-09-09,1.25,288141.72,67919.77,72256.12,2261.54,145704.29,118646.41,22917.88,4140.0,conventional,2018,Richmond/Norfolk
2018-09-09,1.46,18661.61,39.6,3708.28,76.61,14837.12,12675.23,2161.89,0.0,organic,2018,Richmond/Norfolk
